album_id,genre
5841,2
11232,0
7799,0
14139,1
19882,1
4910,2
357,2
7978,1
12835,0
12010,1
6402,0
23972,1
371,0
14161,1
6102,2
8101,1
8586,2
14589,0
13296,1
740,0
5323,1
1141,1
1110,1
12284,1
10373,2
10490,1
2343,2
8354,1
8525,0
7956,2
1963,2
16101,1
1320,2
25367,2
24527,1
5778,2
10036,1
12344,0
18809,0
14943,2
5348,2
1657,0
16827,2
15524,1
13259,0
3127,2
1314,2
4045,1
14971,2
2718,2
22797,1
21992,1
4798,1
2442,2
15518,0
1176,1
15489,0
13670,0
5872,0
11912,1
5415,2
14682,2
10199,2
2211,0
15906,1
9657,1
7469,0
2489,2
3377,2
13244,2
14871,2
10397,1
8488,2
25832,2
18600,1
14709,1
13944,1
48,0
24209,2
6871,1
9192,0
7898,0
14560,0
10831,1
22523,1
691,0
5903,1
16428,2
12659,1
2114,2
4610,0
23641,1
17113,2
11131,2
1613,1
3551,1
15390,2
11940,1
3289,0
2843,2
24,0
9735,0
11899,2
20296,1
2191,0
25711,2
16122,2
16286,2
25424,0
18419,2
702,2
14396,0
11296,0
2052,0
345,2
24833,2
10065,0
1868,1
7967,2
8383,2
89,1
6420,2
6488,0
14895,1
5880,2
64,2
19328,1
20393,2
3599,2
15478,1
9312,2
3892,0
5627,2
4316,2
24532,2
2336,2
2216,0
13423,0
13616,0
297,0
6200,2
19090,1
14549,1
15809,1
7968,1
2405,2
13528,0
3876,0
2490,2
11073,1
9038,0
4251,2
5763,0
25974,1
18540,1
13222,2
17103,1
446,0
15689,0
302,2
9751,0
6573,0
25674,0
6440,2
9584,0
918,0
15325,2
11846,0
2906,0
16168,1
2230,2
10618,0
193,0
12096,1
11110,0
11448,0
16491,0
14647,1
532,2
4376,1
7610,1
4275,2
22684,2
5315,1
15184,2
12066,0
459,0
11171,1
7867,1
14608,2
4665,0
11341,0
7479,2
5409,2
8737,0
4834,1
19923,0
20665,2
24629,2
15064,1
291,1
17101,2
9054,2
3057,2
11734,0
346,1
7931,0
23588,0
11489,2
13288,0
2308,1
11917,1
23176,2
9678,2
239,2
15097,2
21336,1
19486,1
17631,0
288,0
4239,0
8408,0
23762,1
6276,2
15695,1
6773,0
1965,2
1286,0
16346,0
14527,0
599,0
5013,0
10099,1
2478,2
1806,2
5001,1
10322,0
7412,2
21162,1
13945,0
11360,0
73,2
4534,0
616,2
14499,0
24720,2
14575,0
13978,2
8608,0
5097,2
23146,1
1976,0
9509,1
4223,1
13257,0
8894,1
574,0
576,1
13970,0
15407,0
940,0
9093,0
7366,2
96,0
9260,2
7608,2
2390,0
2265,1
26146,1
16399,1
4937,1
7143,1
99,2
11653,0
9970,0
23648,1
13198,0
8795,2
14298,1
12251,0
6550,2
23854,1
843,0
11125,2
17920,2
6628,2
7465,2
6026,2
21819,2
8284,1
4164,1
23750,1
76,0
22548,2
12104,0
15847,1
5295,1
15159,1
14775,0
2079,0
15288,0
14237,2
5092,2
334,0
3389,0
8195,0
19033,2
14689,1
550,0
11631,1
14712,1
7570,1
22761,1
10055,2
8843,0
15669,0
6005,2
15157,0
322,1
25365,2
12792,0
10677,0
2011,2
1385,0
2115,2
26064,1
1578,1
15332,2
18475,2
12980,0
1780,1
14001,1
13778,0
4590,1
2419,1
10811,1
1162,1
12522,1
926,2
4857,0
25460,0
9232,2
5413,0
14009,1
10797,1
5510,2
4785,2
16918,2
13270,1
834,0
67,2
11052,2
25500,0
11611,1
8957,0
797,0
5896,1
10567,0
5545,2
7319,1
15568,2
2200,1
6545,2
24985,2
8940,2
1970,2
25407,0
8350,0
13659,1
4524,2
13567,0
23821,2
18125,2
17324,2
11790,0
25507,0
15747,2
15177,1
151,2
8863,1
23971,1
13912,0
10288,2
2383,2
5225,1
474,2
968,0
22286,2
6119,1
13101,2
14321,1
2283,2
12359,0
14022,1
25525,0
20371,2
2050,0
23063,1
12853,2
106,2
23415,1
109,2
7790,2
1484,0
5882,2
17358,1
15600,1
12252,1
10509,0
11259,0
5955,1
2065,2
14888,1
5547,1
6332,1
2522,0
10731,2
3682,1
830,2
6786,1
11748,2
2431,2
24009,2
6378,0
14357,1
3574,0
10659,2
19863,2
14183,1
223,1
7059,0
3295,0
2700,1
10416,2
4501,0
1664,2
7252,2
7983,1
6631,1
19664,1
25982,1
13208,1
2000,1
13088,0
14540,1
13240,0
4934,1
985,1
2956,0
17948,1
7648,2
25397,0
186,2
7626,0
12060,2
2032,0
17912,1
13323,0
19122,1
7537,0
336,2
6006,2
2965,1
16190,0
10481,0
122,1
15802,2
23102,1
3427,0
15299,0
788,0
34,2
2400,0
9007,0
1825,1
4142,1
12929,0
2014,2
3974,2
12632,2
9985,0
158,1
4980,0
18313,1
13601,0
26264,0
6713,0
14934,0
8249,2
7509,2
25697,2
13445,2
9895,2
21919,2
7032,0
18222,2
4495,1
6394,1
12831,0
6274,2
11066,1
7101,0
2838,2
6648,2
17610,1
1262,1
23883,1
2007,1
11965,0
481,0
7383,1
505,0
2349,2
13499,1
8759,2
1411,1
2831,1
9633,2
2827,2
9568,2
16086,0
694,2
8538,2
16155,2
26394,1
2869,0
16556,0
1531,1
21362,2
18777,1
25459,0
7764,0
5753,2
6458,2
5286,2
2440,1
20318,2
20337,1
14363,1
10787,1
14603,1
26022,2
2592,0
26139,1
22687,2
5592,2
19517,1
12452,0
25963,2
10834,2
9732,2
3518,2
2625,1
9570,2
13354,1
13734,1
1849,0
2048,1
12388,0
562,2
5617,1
5462,0
17701,0
12840,1
16195,2
15175,1
4525,1
401,1
25607,1
14048,2
3169,0
5702,0
3969,0
25930,0
16666,2
8207,0
10552,0
5794,1
6177,1
15014,1
22269,1
1418,1
6052,2
10225,0
14160,0
18466,2
3887,0
3824,2
4145,2
1898,0
10668,0
199,1
2705,2
11669,0
1960,0
13189,0
25600,0
13150,1
16725,2
20666,1
3164,1
9423,0
11408,0
10923,2
26263,1
11704,1
12155,1
25383,0
17453,2
13166,2
197,0
8877,2
2186,0
2285,0
11146,1
19900,1
19224,1
1265,0
7640,2
775,1
22429,2
8524,1
13752,0
7995,2
26283,1
3157,0
25670,1
12003,2
8035,2
13651,0
1646,2
25008,1
8085,1
6581,0
1591,2
16454,2
1681,0
26040,0
1135,2
15044,0
12392,1
13950,0
6780,0
26124,0
15690,1
6032,2
25015,1
8830,0
13889,0
4928,2
161,2
16848,1
2898,2
1759,2
7433,0
594,2
1860,2
14294,0
7530,1
13736,0
8356,2
10283,2
7894,1
1534,2
1824,2
3058,0
7062,1
14217,0
16521,1
8407,1
20645,2
25,1
11126,0
9620,2
2586,0
2435,1
13080,2
12897,1
16635,2
5452,0
1039,2
8052,0
5802,2
7206,2
11970,1
9771,2
14424,0
23937,2
3442,1
542,1
16560,1
7209,2
11805,0
6331,2
20973,2
23541,1
1234,0
25360,0
7884,0
2368,2
5279,2
25944,1
13806,1
14771,1
10357,2
363,2
3941,0
3605,0
14706,1
8723,0
26444,2
3692,0
2532,1
25699,0
531,0
1904,2
8105,1
12361,0
23110,1
14677,1
9544,1
25639,2
3007,2
14705,2
538,1
2757,0
13623,0
956,1
14073,0
16108,0
2203,1
11927,2
23653,2
13669,1
1179,0
1346,0
8921,1
15955,0
2284,0
14445,1
13292,1
13094,0
10830,1
13477,1
23374,1
11504,0
3318,2
7416,2
2997,2
13626,0
165,0
4966,2
1945,2
10408,1
24468,1
22302,1
15709,1
6189,1
8379,1
7490,2
7464,0
15338,1
53,2
8302,0
637,0
8660,0
17181,2
13749,0
9988,2
23214,1
8839,1
13498,2
18923,2
17149,1
2601,1
14503,1
3957,1
25790,1
10542,1
21935,1
12579,0
7674,2
9597,1
8269,0
10133,0
5194,1
8313,0
9253,2
7246,0
9311,2
11676,1
11416,0
12655,1
10381,2
6876,1
12724,0
1467,0
15894,1
24159,2
8599,0
26288,0
8024,1
144,1
693,2
17161,1
20414,2
262,1
46,0
234,1
10106,0
13261,2
6800,1
9982,1
369,0
3742,1
1371,0
10139,1
1790,1
10017,0
13521,0
21159,1
23307,2
3694,2
10048,0
9329,0
8978,1
10699,0
6155,2
12891,0
7658,2
12839,2
3099,2
434,0
986,2
9770,0
14077,0
14454,2
8511,2
11086,2
8118,2
23944,1
3246,1
21417,1
4489,0
11170,2
7823,1
12199,0
14275,2
11547,1
24839,2
8814,2
2407,2
12949,2
10625,0
16099,0
1609,0
15185,2
4933,2
14289,2
5912,2
14487,1
9331,0
15477,1
10897,1
9377,0
14642,2
17632,2
8905,2
24513,1
485,0
2266,2
185,2
11475,1
12234,2
8387,0
3847,2
5498,2
1209,1
15071,1
5326,2
10144,0
6264,1
15725,1
3662,2
22961,1
12275,1
20772,2
25704,2
12151,0
2375,2
20314,1
7533,2
15440,1
12878,0
7883,2
1203,2
12103,0
4026,2
11989,0
4827,2
4936,2
8377,1
7589,1
3586,1
14394,0
4560,1
2900,1
13294,0
26157,1
712,2
3870,1
9228,1
6840,0
22244,2
1579,2
313,0
1859,0
8497,1
9428,1
9422,0
23352,1
11095,2
14386,2
13847,1
4288,1
21815,1
4733,2
857,1
1351,1
15561,0
422,2
7439,2
3815,1
3222,0
1355,2
2513,1
13055,1
9196,2
1726,2
842,1
16668,1
12775,2
13831,0
11565,2
7908,2
15317,1
10242,1
12070,2
9897,0
3420,1
18503,1
1840,0
6449,1
8815,2
7083,1
14144,0
10908,1
7807,2
19490,1
4071,2
15618,2
2497,1
14872,1
5173,0
9118,2
25882,0
25474,1
4724,0
14128,0
11712,0
134,0
5958,2
2463,0
7826,0
16279,2
8111,0
6699,2
13599,1
14975,1
71,0
4472,1
465,0
16202,2
1148,1
676,0
2389,2
335,2
10781,2
10764,2
4511,0
4651,0
10423,0
15264,1
7237,2
8855,0
1755,2
8272,0
10670,1
4716,1
15320,0
1745,2
22452,1
7240,2
12718,0
7255,0
24399,1
15736,1
16812,0
25574,0
10494,1
3886,0
25316,1
3598,1
4166,2
26069,1
177,0
12825,0
12431,0
8060,2
25376,2
25510,0
13932,1
744,2
13298,1
3882,2
7035,2
1300,0
12256,2
47,0
16482,0
13389,0
19834,2
4126,2
1172,1
14007,1
3544,1
12328,0
1298,0
6685,0
4913,1
15173,0
25538,1
267,0
5944,1
13770,2
26282,1
5463,1
14104,1
3151,1
12959,0
21200,1
9755,0
14447,2
10903,2
11947,0
18138,1
12912,0
8868,1
1154,0
26154,1
8014,2
10657,2
4345,2
17220,1
884,0
1098,1
23958,1
4211,0
254,2
13729,1
15414,0
15240,0
14520,1
18787,2
3703,2
14952,1
2487,0
5445,2
25685,0
8352,1
10594,1
1029,0
15479,1
8237,2
6218,0
23534,1
6160,1
5129,1
709,1
4671,0
11022,0
13512,0
1969,2
6181,0
14133,0
17795,1
3167,1
15792,1
24986,1
10783,0
25556,2
7649,0
5260,0
11307,1
19453,1
2129,1
783,0
5614,0
14475,2
5057,0
15692,0
14659,1
10265,0
7203,0
5234,2
14622,2
10755,0
2162,2
10112,2
1993,2
13634,2
4668,0
11663,2
4530,1
26028,1
6578,1
11266,0
8570,2
10446,1
7942,2
10358,2
11697,1
1292,0
12756,2
24286,1
11719,1
1106,1
9055,1
11859,2
25578,0
3029,0
10495,0
1323,0
4551,2
14646,2
25610,0
11237,2
2861,1
15517,1
16142,0
5933,2
746,0
2038,1
15922,1
903,0
5901,1
12418,1
13619,2
121,1
5272,1
2347,1
98,1
16981,1
2670,2
4342,0
4696,0
20435,1
12810,0
1421,1
26414,1
2312,2
12435,0
597,1
16194,0
10920,1
10044,0
3708,0
7067,2
7704,0
2262,0
8012,0
13922,0
127,0
13227,2
15617,1
6721,1
5337,2
11739,0
12390,1
8719,2
8273,0
1437,0
1833,2
11396,1
23293,1
11264,0
10615,1
5771,0
16083,2
13730,1
7861,0
20946,2
9912,0
2988,2
7910,1
6900,0
9123,1
18938,2
3695,0
3567,0
5705,1
10118,1
510,2
15335,1
11861,2
9566,1
9576,2
14780,1
14920,0
353,1
15200,2
6381,1
12110,2
25534,2
4907,1
21580,2
12346,1
128,2
12745,2
24484,1
1881,1
3661,2
14816,0
2709,2
21804,2
3803,2
12129,0
2371,2
11971,0
11096,2
1282,2
39,2
731,0
7926,2
771,0
4845,0
7557,2
11844,2
16586,1
4441,2
13999,2
4564,2
3180,2
5042,2
35,2
11597,0
25894,1
9725,2
13532,1
1666,2
43,2
8341,0
2901,2
9708,2
18365,1
14748,0
8512,0
1499,1
6921,2
7,0
13543,0
10380,2
13366,0
11516,1
7033,2
23731,1
16713,1
15598,2
1208,0
9165,0
8946,0
2219,1
13744,1
12811,1
20234,2
10538,0
25962,2
13516,0
690,2
11931,1
12709,1
13414,2
15120,2
6731,1
12737,2
11905,0
16445,1
19681,1
8529,1
4972,2
2269,2
13591,0
10130,0
2618,1
8779,2
11643,1
7874,0
6239,1
1185,0
13509,1
5373,2
14936,0
6197,1
6712,0
11900,0
10779,0
8028,1
24244,2
6799,1
23723,2
748,2
15286,2
13582,2
13805,1
11002,0
12208,0
13462,0
1054,1
3582,1
10157,2
25890,0
12258,0
11203,0
1816,2
16248,2
5435,1
15456,1
23936,2
14727,1
2388,2
23600,2
13395,0
11803,0
13527,2
16621,2
2445,0
19959,2
26137,1
66,2
26267,0
8039,1
15345,2
4616,2
6012,2
14870,1
13706,0
81,0
15718,1
793,0
9815,1
25922,2
9500,2
7493,0
13205,0
16676,2
16372,0
11109,2
6986,0
15720,1
8743,2
15106,0
26224,0
10449,0
11789,0
15493,1
16367,2
8649,2
3984,0
1294,1
5602,2
26478,1
13722,1
15805,1
1462,1
5273,2
280,2
20927,2
5838,2
523,0
14135,2
23416,1
803,0
14968,0
9183,2
15724,1
7294,1
19795,2
10187,2
414,0
437,0
94,0
1161,0
15487,1
3526,0
551,2
14418,0
17325,2
6234,1
6279,1
3755,2
23195,1
4480,1
15878,2
14610,1
8945,2
1383,1
25909,0
15306,1
13696,1
7981,0
16249,0
8621,1
1682,0
1399,0
5232,2
3486,2
15092,2
1066,0
22136,2
6068,2
12910,0
7002,1
23850,1
16459,2
20704,1
19014,1
9288,2
22989,2
21072,2
19749,2
4420,0
12858,2
15741,0
19666,2
8328,0
11099,1
18258,1
9753,1
9142,2
2692,0
563,0
225,0
2237,2
7421,0
15313,0
1835,2
14059,2
2828,0
20068,0
1702,2
10995,2
248,2
7535,2
3138,0
22615,1
2941,0
14121,2
3163,1
5497,1
16547,1
1696,2
909,2
19304,1
19805,2
7086,0
24218,1
841,0
19526,2
14085,0
1654,1
19340,1
25461,0
24334,2
399,0
14285,1
9804,2
10082,2
14807,0
14858,1
23210,2
11870,2
14372,0
6536,2
6485,0
4663,0
7005,2
9268,2
430,2
12170,0
12125,2
8936,0
6180,2
1138,0
1112,0
18085,2
16281,2
4602,2
1662,1
8735,0
8336,1
3734,0
10455,2
26068,1
23223,1
16263,2
6663,2
17423,2
14783,1
2058,0
14786,0
14840,1
3013,2
1363,1
9700,2
4333,0
5091,2
11447,2
8901,1
7916,1
11518,1
22204,2
6455,0
11198,0
12732,0
14558,0
20458,1
3114,2
577,2
664,0
9517,0
3581,0
11186,2
25498,0
62,0
25706,2
9184,0
6572,2
705,0
10944,0
372,2
14107,1
11206,2
5255,0
11770,2
13953,0
3066,0
1224,0
14361,0
15481,2
54,2
16879,1
828,0
7993,0
15375,0
10298,0
22992,1
13310,0
1458,0
26321,0
12856,0
2311,1
8521,0
3084,1
12072,1
7021,1
13822,0
14011,0
12574,1
2035,1
23212,2
22858,1
21238,2
4165,2
18810,1
17780,2
11774,0
8637,1
17663,2
25123,1
14906,0
14596,1
3900,2
13925,1
15835,0
14654,1
8845,1
4459,2
21018,1
25866,1
870,2
13698,0
6429,2
4108,1
938,1
12150,0
8761,0
11969,1
2666,1
2673,2
4283,2
770,0
9381,1
9710,2
13173,1
4513,2
8676,1
18703,1
8299,0
15171,0
18513,1
8104,0
12623,2
13206,0
3521,1
16568,1
23969,1
14018,0
3064,1
5119,1
24850,2
10687,0
15367,1
15432,2
5160,1
16811,1
15612,2
12633,0
4225,0
14428,1
23271,1
8980,0
14118,1
6582,2
10154,1
10454,1
18990,1
26496,2
16303,1
8221,1
25967,2
2538,0
12874,1
25413,0
9057,1
10233,0
7621,1
23866,2
7591,0
2746,1
13609,0
10420,0
1187,1
17572,2
8135,0
16300,2
14753,0
13096,1
13081,1
513,2
22692,2
2912,1
14045,1
1145,1
441,2
24962,1
20740,2
1307,2
9968,2
14834,0
11964,0
13735,0
5307,2
11709,1
15472,0
7933,1
15780,0
5134,1
1142,1
4143,2
7446,2
15737,1
5828,2
17522,2
7058,1
10123,0
192,2
8317,2
7110,2
4059,0
22555,2
1668,0
2927,0
9896,2
21247,2
13966,2
17955,1
14385,0
14605,0
1620,0
15116,1
1632,1
2874,0
139,0
1909,0
7554,2
6887,0
17844,0
13869,0
17166,1
649,0
7501,2
7117,1
17005,0
418,0
6879,2
13369,2
12465,2
16472,0
23740,2
1242,0
1368,0
10570,1
7113,1
16088,2
6025,2
20232,2
1567,0
3009,0
2062,0
15985,0
8727,1
2572,2
26145,1
26272,1
8343,0
10224,2
7777,0
860,2
20364,2
12937,0
1097,0
1415,1
15637,0
1089,0
816,2
3901,0
516,1
10626,1
799,0
15296,0
2466,2
247,2
12222,2
2699,2
5594,1
4473,1
15441,0
6942,0
6930,1
20293,1
8842,2
7697,2
739,0
7843,0
15664,1
13122,1
1706,2
5927,1
15899,0
6576,2
14797,0
13505,0
24915,2
7753,0
11102,2
2563,2
6617,2
8211,2
3231,2
14935,1
6612,1
14601,0
15024,1
6284,0
21706,1
5837,1
13052,0
25577,1
146,1
11439,0
14577,2
3559,2
17111,1
12650,2
3514,0
388,0
10240,2
4222,1
6651,0
4089,2
12515,2
10645,1
15883,0
2449,0
5725,2
8133,2
9414,2
1226,2
14699,1
23847,1
980,1
907,2
10525,1
6244,2
12683,0
13995,0
16007,2
15148,1
2892,2
678,1
949,0
7594,2
12124,0
15416,1
3147,0
4822,2
22247,0
9902,0
22987,2
22626,1
273,2
13079,0
11724,1
12728,0
11812,0
5083,2
14609,1
12974,1
2119,0
19920,2
13702,0
22711,1
25677,0
11783,0
15764,2
26025,2
10928,1
15347,1
10379,0
18338,1
13910,0
12458,0
17200,0
15535,1
5035,1
11850,1
3292,0
15357,1
11968,0
25478,2
15803,2
3177,1
24311,2
11456,0
14116,2
18104,2
69,0
13329,2
9492,0
22294,1
9585,2
25390,0
12156,0
1959,2
16890,1
750,2
15386,1
528,0
13595,1
12741,2
10081,2
11883,2
23674,1
13754,0
25603,2
1875,1
11006,0
25833,2
2210,1
3074,2
9842,0
7814,2
4574,0
2399,1
349,0
238,0
21447,1
6851,2
12039,2
1580,2
17260,1
8391,2
15433,1
2748,1
13305,0
10217,2
19068,2
13682,1
18728,2
1417,1
11025,1
2727,1
16377,2
535,1
726,0
12524,2
8471,1
1188,0
8819,2
6291,1
21147,1
15554,2
15564,0
10729,0
13975,1
1905,0
6692,0
2771,0
2723,0
1159,0
12411,2
6430,2
169,0
4032,1
4094,2
11595,0
9903,2
8254,1
12112,1
13743,0
14894,0
10355,0
6804,2
25640,2
111,2
3103,1
3176,2
21454,1
11657,2
5706,0
10097,2
301,1
11142,2
5432,0
13461,0
17,0
97,2
3540,0
18904,1
14820,1
10683,2
4057,1
1996,1
16181,0
25717,0
2649,2
14876,0
7205,1
21208,1
13031,0
13110,0
12922,1
14232,0
7357,1
5854,2
9483,2
23515,1
6962,2
22732,2
4122,1
12815,1
12942,1
7171,2
3257,0
19201,2
766,0
16696,0
10011,0
25428,0
4124,1
12324,0
13737,0
24176,2
13550,0
4270,0
12951,0
1974,1
14253,2
37,0
11257,2
17513,0
25371,0
11773,0
9425,2
3765,2
25889,1
11092,0
5370,1
6658,0
9111,0
2630,2
23572,1
12842,0
4150,0
15503,1
5384,0
8619,2
26233,1
13666,1
12371,1
24291,1
25637,2
10326,0
858,0
1560,0
5943,0
607,0
1792,0
14997,1
24508,1
16090,1
6568,1
10136,1
23418,1
2294,2
4772,0
9242,1
316,0
1239,2
11473,2
16464,1
22598,1
7936,2
15675,0
4808,0
6611,0
911,0
13979,1
11766,1
10331,2
10231,0
1600,1
9274,2
1111,0
6369,0
13011,2
8300,0
4449,2
15100,1
11303,0
10842,0
7454,1
9876,0
14012,1
10287,1
8179,0
11855,0
2088,0
2281,1
7460,2
10593,2
9763,1
18233,1
11691,2
14317,0
14626,2
2414,2
12995,0
10066,2
2516,0
9914,0
21733,2
12682,1
3165,2
12140,2
245,1
7622,2
26250,1
25918,1
213,0
6754,2
25696,1
14873,1
2259,0
10346,0
8600,0
8683,0
10892,1
10845,1
6407,2
5131,1
6506,2
5531,1
9347,2
26086,0
595,2
936,2
992,2
3296,1
11337,2
472,2
12611,2
439,2
16982,1
2313,1
11920,0
9297,2
10221,2
12875,1
25757,2
20567,1
4537,2
3005,2
16468,2
5990,2
1983,1
6364,2
16487,0
13116,0
11610,0
4136,1
8920,2
12905,2
13625,1
25872,1
559,0
10938,1
24422,1
7510,1
791,0
9603,1
5319,1
10363,2
4946,0
304,2
24766,1
14461,0
2867,2
1972,1
10968,0
11376,1
10558,2
14901,0
2871,2
795,0
12794,2
844,0
16913,0
3633,0
12928,0
14687,0
11064,0
14242,1
58,1
10898,1
20413,2
947,2
15398,0
14400,1
1128,0
16254,0
2668,2
15049,2
12217,0
241,0
8522,2
25535,1
12089,2
3078,1
5874,2
1497,2
26191,1
9301,2
905,2
20917,2
3371,2
9421,2
14381,1
22080,2
15509,1
9355,0
16235,1
10901,0
14922,0
708,1
19315,2
12849,2
6242,0
21882,2
6541,1
5122,2
11872,1
2698,2
5760,2
25596,0
9769,0
25966,0
23509,1
9778,1
7500,1
11531,0
13531,0
8758,0
8661,1
2837,2
16319,2
6071,0
8217,1
5400,1
17608,2
2017,0
23411,1
16241,1
965,0
1954,1
2501,1
14838,1
21071,0
886,1
11162,2
600,1
17084,0
2233,2
7991,2
23706,2
5689,2
1864,2
25740,0
7846,2
13475,1
11551,2
1214,2
11673,2
1049,2
14821,1
25718,0
14785,0
14571,1
5731,2
15848,0
12698,1
10186,1
21716,2
4741,0
8976,2
8309,1
5447,0
12749,1
14941,0
25994,1
21303,1
25440,0
5996,0
18287,1
20096,1
11922,0
